ID,ICR_chr,ICR_start,ICR_end,ICR_id,CpG_chr,CpG_start,CpG_end,Number_of_somatic_tissue,smatic_tissue_list,Brain_found,Liver_found,Kidney_found,Assay_Design_Id,Top_Sequence,Locus_Name,DesignQC,,,,DesignQC
8777,9,62830466,62830683,ICR_576,9,62830494,62830495,3,"1,2,3",1,1,1,,,cg13661784,CGdb - Multimapper,,,,
8778,9,62830466,62830683,ICR_576,9,62830502,62830503,3,"1,2,3",1,1,1,,,cg13661785,CGdb - Multimapper,,,,
8783,9,62830466,62830683,ICR_576,9,62830682,62830683,3,"1,2,3",1,1,1,,,cg13698002,CGdb - Multimapper,,,,
8784,9,62833773,62833859,ICR_577,9,62833778,62833779,3,"1,2,3",1,1,1,,,cg13661871,CGdb - Multimapper,,,,
8785,9,62833773,62833859,ICR_577,9,62833794,62833795,3,"1,2,3",1,1,1,,,cg13661872,CGdb - Multimapper,,,,
8786,9,62833773,62833859,ICR_577,9,62833806,62833807,3,"1,2,3",1,1,1,,,cg13661873,CGdb - Multimapper,,,,
8787,9,62833773,62833859,ICR_577,9,62833820,62833821,3,"1,2,3",1,1,1,,,cg13661874,CGdb - Multimapper,,,,
8788,9,62833773,62833859,ICR_577,9,62833823,62833824,3,"1,2,3",1,1,1,,,cg13661875,CGdb - Multimapper,,,,
8789,9,62833773,62833859,ICR_577,9,62833838,62833839,3,"1,2,3",1,1,1,,,cg13661876,CGdb - Multimapper,,,,
8790,9,62833773,62833859,ICR_577,9,62833852,62833853,3,"1,2,3",1,1,1,,,cg13661877,CGdb - Multimapper,,,,
8791,9,62833773,62833859,ICR_577,9,62833858,62833859,3,"1,2,3",1,1,1,,,cg13661878,CGdb - Multimapper,,,,
8799,9,62844696,62844981,ICR_578,9,62844858,62844859,3,"1,2,3",1,1,1,,,cg13662096,CGdb - Multimapper,,,,
8800,9,62844696,62844981,ICR_578,9,62844887,62844888,3,"1,2,3",1,1,1,,,cg13662097,CGdb - Multimapper,,,,
8801,9,62844696,62844981,ICR_578,9,62844903,62844904,3,"1,2,3",1,1,1,,,cg13662098,CGdb - Multimapper,,,,
8802,9,62844696,62844981,ICR_578,9,62844908,62844909,3,"1,2,3",1,1,1,,,cg13662099,CGdb - Multimapper,,,,
8803,9,62844696,62844981,ICR_578,9,62844911,62844912,3,"1,2,3",1,1,1,,,cg13662100,CGdb - Multimapper,,,,
8809,9,62915277,62915432,ICR_579,9,62915283,62915284,3,"1,2,3",1,1,1,,,cg13649233,CGdb - Multimapper,,,,
8810,9,62915277,62915432,ICR_579,9,62915306,62915307,3,"1,2,3",1,1,1,,,cg13649232,CGdb - Multimapper,,,,
8811,9,62915277,62915432,ICR_579,9,62915311,62915312,3,"1,2,3",1,1,1,,,cg13649231,CGdb - Multimapper,,,,
8831,9,63758459,63759888,ICR_582,9,63758459,63758460,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
8833,9,63758459,63759888,ICR_582,9,63759178,63759179,3,"1,2,3",1,1,1,,,cg13701878,CGdb - Multimapper,,,,
8834,9,63758459,63759888,ICR_582,9,63759447,63759448,3,"1,2,3",1,1,1,,,cg13701879,CGdb - Multimapper,,,,
8846,9,63781885,63782006,ICR_583,9,63781977,63781978,3,"1,2,3",1,1,1,,,cg13698114,CGdb - Multimapper,,,,
8847,9,63781885,63782006,ICR_583,9,63782005,63782006,3,"1,2,3",1,1,1,,,cg13661969,CGdb - Multimapper,,,,
8848,9,63783945,63784110,ICR_584,9,63783957,63783958,3,"1,2,3",1,1,1,,,cg13661834,CGdb - Multimapper,,,,
8856,9,63783945,63784110,ICR_584,9,63784084,63784085,3,"1,2,3",1,1,1,,,cg13698024,CGdb - Multimapper,,,,
8857,9,63783945,63784110,ICR_584,9,63784106,63784107,3,"1,2,3",1,1,1,,,cg13698023,CGdb - Multimapper,,,,
8858,9,63783945,63784110,ICR_584,9,63784109,63784110,3,"1,2,3",1,1,1,,,cg13698022,CGdb - Multimapper,,,,
8877,9,63871753,63873362,ICR_588,9,63872352,63872353,3,"1,2,3",1,1,1,,,cg13659091,CGdb - Multimapper,,,,
8879,9,63871753,63873362,ICR_588,9,63873277,63873278,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
8880,9,63871753,63873362,ICR_588,9,63873361,63873362,3,"1,2,3",1,1,1,,,cg13659089,CGdb - Multimapper,,,,
8881,9,63874323,63875499,ICR_589,9,63874503,63874504,3,"1,2,3",1,1,1,,,cg13659084,CGdb - Multimapper,,,,
8882,9,63874323,63875499,ICR_589,9,63874534,63874535,3,"1,2,3",1,1,1,,,cg13659083,CGdb - Multimapper,,,,
8939,9,65566060,65566418,ICR_593,9,65566402,65566403,3,"1,2,3",1,1,1,,,cg13664551,CGdb - Multimapper,,,,
8940,9,65566060,65566418,ICR_593,9,65566417,65566418,3,"1,2,3",1,1,1,,,cg13692931,CGdb - Multimapper,,,,
8941,9,66198551,66198816,ICR_594,9,66198571,66198572,3,"1,2,3",1,1,1,,,cg13674899,CGdb - Multimapper,,,,
8942,9,66198551,66198816,ICR_594,9,66198586,66198587,3,"1,2,3",1,1,1,,,cg13674898,CGdb - Multimapper,,,,
8943,9,66198551,66198816,ICR_594,9,66198591,66198592,3,"1,2,3",1,1,1,,,cg13674897,CGdb - Multimapper,,,,
8954,9,66198551,66198816,ICR_594,9,66198715,66198716,3,"1,2,3",1,1,1,,,cg13652166,CGdb - Multimapper,,,,
8957,9,66266929,66267052,ICR_595,9,66266931,66266932,3,"1,2,3",1,1,1,,,cg13651553,CGdb - Multimapper,,,,
8958,9,66266929,66267052,ICR_595,9,66266952,66266953,3,"1,2,3",1,1,1,,,cg13651552,CGdb - Multimapper,,,,
8965,9,66270138,66270217,ICR_596,9,66270144,66270145,3,"1,2,3",1,1,1,,,cg13662731,CGdb - Multimapper,,,,
8966,9,66270138,66270217,ICR_596,9,66270151,66270152,3,"1,2,3",1,1,1,,,cg13662732,CGdb - Multimapper,,,,
8967,9,66270138,66270217,ICR_596,9,66270158,66270159,3,"1,2,3",1,1,1,,,cg13662733,CGdb - Multimapper,,,,
8968,9,66270138,66270217,ICR_596,9,66270160,66270161,3,"1,2,3",1,1,1,,,cg13662734,CGdb - Multimapper,,,,
8969,9,66270138,66270217,ICR_596,9,66270213,66270214,3,"1,2,3",1,1,1,,,cg13662735,CGdb - Multimapper,,,,
8970,9,66270138,66270217,ICR_596,9,66270216,66270217,3,"1,2,3",1,1,1,,,cg13662736,CGdb - Multimapper,,,,
8971,9,67720383,67720553,ICR_597,9,67720431,67720432,3,"1,2,3",1,1,1,,,cg13694531,CGdb - Multimapper,,,,
8972,9,67720383,67720553,ICR_597,9,67720436,67720437,3,"1,2,3",1,1,1,,,cg13694530,CGdb - Multimapper,,,,
8973,9,67720383,67720553,ICR_597,9,67720438,67720439,3,"1,2,3",1,1,1,,,cg13694529,CGdb - Multimapper,,,,
8974,9,67720383,67720553,ICR_597,9,67720443,67720444,3,"1,2,3",1,1,1,,,cg13694528,CGdb - Multimapper,,,,
8975,9,67720383,67720553,ICR_597,9,67720463,67720464,3,"1,2,3",1,1,1,,,cg13694527,CGdb - Multimapper,,,,
8976,9,67720383,67720553,ICR_597,9,67720465,67720466,3,"1,2,3",1,1,1,,,cg13694526,CGdb - Multimapper,,,,
8977,9,67720383,67720553,ICR_597,9,67720470,67720471,3,"1,2,3",1,1,1,,,cg13694525,CGdb - Multimapper,,,,
8978,9,67720383,67720553,ICR_597,9,67720476,67720477,3,"1,2,3",1,1,1,,,cg13694524,CGdb - Multimapper,,,,
8979,9,67720383,67720553,ICR_597,9,67720503,67720504,3,"1,2,3",1,1,1,,,cg13694523,CGdb - Multimapper,,,,
8980,9,67720383,67720553,ICR_597,9,67720526,67720527,3,"1,2,3",1,1,1,,,cg13694522,CGdb - Multimapper,,,,
9013,9,85077205,85077528,ICR_599,9,85077521,85077522,3,"1,2,3",1,1,1,,,cg09021721,CGdb - Multimapper,,,,
9014,9,85077205,85077528,ICR_599,9,85077527,85077528,3,"1,2,3",1,1,1,,,cg09021722,CGdb - Multimapper,,,,
9067,9,95313103,95313511,ICR_603,9,95313454,95313455,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9069,9,95313103,95313511,ICR_603,9,95313458,95313459,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9071,9,95313103,95313511,ICR_603,9,95313510,95313511,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9119,9,113062954,113063358,ICR_608,9,113062958,113062959,3,"1,2,3",1,1,1,,,cg14126540,CGdb - Multimapper,,,,
9133,9,113062954,113063358,ICR_608,9,113063244,113063245,3,"1,2,3",1,1,1,,,cg14126553,CGdb - Multimapper,,,,
9134,9,113062954,113063358,ICR_608,9,113063254,113063255,3,"1,2,3",1,1,1,,,cg14126554,CGdb - Multimapper,,,,
9135,9,113062954,113063358,ICR_608,9,113063256,113063257,3,"1,2,3",1,1,1,,,cg14126555,CGdb - Multimapper,,,,
9136,9,113062954,113063358,ICR_608,9,113063285,113063286,3,"1,2,3",1,1,1,,,cg14126556,CGdb - Multimapper,,,,
9355,9,138220832,138220984,ICR_629,9,138220832,138220833,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9357,9,138220832,138220984,ICR_629,9,138220837,138220838,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9359,9,138220832,138220984,ICR_629,9,138220841,138220842,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9361,9,138220832,138220984,ICR_629,9,138220846,138220847,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9370,9,138220832,138220984,ICR_629,9,138220964,138220965,3,"1,2,3",1,1,1,,,cg06072446,CGdb - Multimapper,,,,
9371,9,138220832,138220984,ICR_629,9,138220977,138220978,2,"1,3",1,0,1,,,cg06072447,CGdb - Multimapper,,,,
9372,9,138220832,138220984,ICR_629,9,138220978,138220979,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9373,9,138220832,138220984,ICR_629,9,138220981,138220982,2,"1,3",1,0,1,,,cg06072448,CGdb - Multimapper,,,,
9374,9,138220832,138220984,ICR_629,9,138220982,138220983,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9375,9,138220832,138220984,ICR_629,9,138220983,138220984,2,"1,3",1,0,1,,,cg06072449,CGdb - Multimapper,,,,
9597,10,38786641,38786908,ICR_647,10,38786641,38786642,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9599,10,38786641,38786908,ICR_647,10,38786651,38786652,1,3,0,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9601,10,38786641,38786908,ICR_647,10,38786666,38786667,2,"1,3",1,0,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9602,10,38786641,38786908,ICR_647,10,38786681,38786682,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9605,10,38786641,38786908,ICR_647,10,38786737,38786738,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9608,10,38786641,38786908,ICR_647,10,38786801,38786802,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9610,10,38786641,38786908,ICR_647,10,38786907,38786908,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9611,10,38942427,38942486,ICR_648,10,38942427,38942428,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9613,10,38942427,38942486,ICR_648,10,38942429,38942430,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9615,10,38942427,38942486,ICR_648,10,38942441,38942442,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9617,10,38942427,38942486,ICR_648,10,38942443,38942444,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9619,10,38942427,38942486,ICR_648,10,38942449,38942450,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9621,10,38942427,38942486,ICR_648,10,38942451,38942452,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9623,10,38942427,38942486,ICR_648,10,38942478,38942479,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9625,10,38942427,38942486,ICR_648,10,38942481,38942482,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9627,10,38942427,38942486,ICR_648,10,38942484,38942485,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9649,10,42118216,42121531,ICR_650,10,42119524,42119525,3,"1,2,3",1,1,1,,,cg01346597,CGdb - Multimapper,,,,
9654,10,42118216,42121531,ICR_650,10,42120566,42120567,3,"1,2,3",1,1,1,,,cg14963662,CGdb - Multimapper,,,,
9658,10,42118216,42121531,ICR_650,10,42121530,42121531,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
9669,10,42151841,42153075,ICR_652,10,42152790,42152791,3,"1,2,3",1,1,1,,,cg11095497,CGdb - Multimapper,,,,
9672,10,42241615,42241757,ICR_653,10,42241621,42241622,3,"1,2,3",1,1,1,,,cg03141429,CGdb - Multimapper,,,,
9673,10,42241615,42241757,ICR_653,10,42241648,42241649,3,"1,2,3",1,1,1,,,cg14965272,CGdb - Multimapper,,,,
9712,10,45249637,45250053,ICR_657,10,45249954,45249955,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9713,10,45249637,45250053,ICR_657,10,45249962,45249963,1,1,1,0,0,,,,CG - Submitted - discrepant Ref Genome,,,,
9791,10,68526085,68526595,ICR_663,10,68526438,68526439,3,"1,2,3",1,1,1,,,cg00891954,CGdb - Multimapper,,,,
9793,10,68526085,68526595,ICR_663,10,68526490,68526491,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
10165,10,132965246,132965501,ICR_692,10,132965246,132965247,2,"1,2",1,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
10166,10,132965246,132965501,ICR_692,10,132965263,132965264,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10168,10,132965246,132965501,ICR_692,10,132965282,132965283,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10170,10,132965246,132965501,ICR_692,10,132965296,132965297,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10172,10,132965246,132965501,ICR_692,10,132965315,132965316,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10174,10,132965246,132965501,ICR_692,10,132965329,132965330,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10175,10,132965246,132965501,ICR_692,10,132965347,132965348,1,1,1,0,0,,,cg15846989,CGdb - Multimapper,,,,
10176,10,132965246,132965501,ICR_692,10,132965348,132965349,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10177,10,132965246,132965501,ICR_692,10,132965350,132965351,1,1,1,0,0,,,cg15846990,CGdb - Multimapper,,,,
10178,10,132965246,132965501,ICR_692,10,132965351,132965352,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10179,10,132965246,132965501,ICR_692,10,132965364,132965365,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10181,10,132965246,132965501,ICR_692,10,132965381,132965382,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
10183,10,132965246,132965501,ICR_692,10,132965398,132965399,2,"1,2",1,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
10184,10,132965246,132965501,ICR_692,10,132965417,132965418,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10186,10,132965246,132965501,ICR_692,10,132965431,132965432,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10188,10,132965246,132965501,ICR_692,10,132965450,132965451,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
10190,10,132965246,132965501,ICR_692,10,132965453,132965454,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
10192,10,132965246,132965501,ICR_692,10,132965466,132965467,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
10193,10,132965246,132965501,ICR_692,10,132965483,132965484,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10194,10,132965246,132965501,ICR_692,10,132965500,132965501,3,"1,2,3",1,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10214,10,133569810,133570081,ICR_695,10,133569810,133569811,1,2,0,1,0,,,,CG - Submitted - discrepant Ref Genome,,,,
10216,10,133569810,133570081,ICR_695,10,133569836,133569837,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10218,10,133569810,133570081,ICR_695,10,133569845,133569846,2,"2,3",0,1,1,,,,CG - Submitted - discrepant Ref Genome,,,,
10251,10,133666076,133666119,ICR_698,10,133666088,133666089,3,"1,2,3",1,1,1,,,cg07541709,CGdb - Multimapper,,,,
10252,10,133666076,133666119,ICR_698,10,133666095,133666096,3,"1,2,3",1,1,1,,,cg07541710,CGdb - Multimapper,,,,
10253,10,133666076,133666119,ICR_698,10,133666103,133666104,3,"1,2,3",1,1,1,,,cg07541711,CGdb - Multimapper,,,,
10254,10,133666076,133666119,ICR_698,10,133666106,133666107,3,"1,2,3",1,1,1,,,cg07541712,CGdb - Multimapper,,,,
10255,10,133666076,133666119,ICR_698,10,133666118,133666119,3,"1,2,3",1,1,1,,,cg07541713,CGdb - Multimapper,,,,
10256,10,133675112,133675277,ICR_699,10,133675116,133675117,3,"1,2,3",1,1,1,,,cg15865415,CGdb - Multimapper,,,,
10257,10,133675112,133675277,ICR_699,10,133675128,133675129,3,"1,2,3",1,1,1,,,cg15865416,CGdb - Multimapper,,,,
10258,10,133675112,133675277,ICR_699,10,133675137,133675138,3,"1,2,3",1,1,1,,,cg15865417,CGdb - Multimapper,,,,
10259,10,133675112,133675277,ICR_699,10,133675170,133675171,3,"1,2,3",1,1,1,,,cg15865418,CGdb - Multimapper,,,,
10260,10,133675112,133675277,ICR_699,10,133675190,133675191,3,"1,2,3",1,1,1,,,cg15865419,CGdb - Multimapper,,,,
10261,10,133675112,133675277,ICR_699,10,133675220,133675221,3,"1,2,3",1,1,1,,,cg15865420,CGdb - Multimapper,,,,
10262,10,133675112,133675277,ICR_699,10,133675235,133675236,3,"1,2,3",1,1,1,,,cg15865421,CGdb - Multimapper,,,,
10263,10,133675112,133675277,ICR_699,10,133675259,133675260,3,"1,2,3",1,1,1,,,cg07541625,CGdb - Multimapper,,,,
10264,10,133675112,133675277,ICR_699,10,133675268,133675269,3,"1,2,3",1,1,1,,,cg07541626,CGdb - Multimapper,,,,
10265,10,133675112,133675277,ICR_699,10,133675272,133675273,3,"1,2,3",1,1,1,,,cg07541627,CGdb - Multimapper,,,,
10266,10,133675112,133675277,ICR_699,10,133675274,133675275,3,"1,2,3",1,1,1,,,cg07541628,CGdb - Multimapper,,,,
10267,10,133675112,133675277,ICR_699,10,133675276,133675277,3,"1,2,3",1,1,1,,,cg07541629,CGdb - Multimapper,,,,
10268,10,133682103,133682144,ICR_700,10,133682107,133682108,3,"1,2,3",1,1,1,,,cg07541888,CGdb - Multimapper,,,,
10269,10,133682103,133682144,ICR_700,10,133682118,133682119,3,"1,2,3",1,1,1,,,cg07541889,CGdb - Multimapper,,,,
10270,10,133682103,133682144,ICR_700,10,133682124,133682125,3,"1,2,3",1,1,1,,,cg07541890,CGdb - Multimapper,,,,
10271,10,133682103,133682144,ICR_700,10,133682126,133682127,3,"1,2,3",1,1,1,,,cg07541891,CGdb - Multimapper,,,,
10272,10,133682103,133682144,ICR_700,10,133682132,133682133,3,"1,2,3",1,1,1,,,cg07541892,CGdb - Multimapper,,,,
10273,10,133682103,133682144,ICR_700,10,133682135,133682136,3,"1,2,3",1,1,1,,,cg07541893,CGdb - Multimapper,,,,
10274,10,133682103,133682144,ICR_700,10,133682139,133682140,3,"1,2,3",1,1,1,,,cg07541894,CGdb - Multimapper,,,,
10275,10,133682103,133682144,ICR_700,10,133682143,133682144,3,"1,2,3",1,1,1,,,cg07541895,CGdb - Multimapper,,,,
10276,10,133685048,133685212,ICR_701,10,133685056,133685057,2,"1,3",1,0,1,,,cg15865417,CGdb - Multimapper,,,,
10277,10,133685048,133685212,ICR_701,10,133685089,133685090,3,"1,2,3",1,1,1,,,cg15865418,CGdb - Multimapper,,,,
10278,10,133685048,133685212,ICR_701,10,133685109,133685110,3,"1,2,3",1,1,1,,,cg15865419,CGdb - Multimapper,,,,
10279,10,133685048,133685212,ICR_701,10,133685139,133685140,3,"1,2,3",1,1,1,,,cg15865420,CGdb - Multimapper,,,,
10280,10,133685048,133685212,ICR_701,10,133685154,133685155,3,"1,2,3",1,1,1,,,cg15865421,CGdb - Multimapper,,,,
10281,10,133685048,133685212,ICR_701,10,133685178,133685179,3,"1,2,3",1,1,1,,,cg07541625,CGdb - Multimapper,,,,
10282,10,133685048,133685212,ICR_701,10,133685187,133685188,3,"1,2,3",1,1,1,,,cg07541626,CGdb - Multimapper,,,,
10283,10,133685048,133685212,ICR_701,10,133685191,133685192,3,"1,2,3",1,1,1,,,cg07541627,CGdb - Multimapper,,,,
10284,10,133685048,133685212,ICR_701,10,133685193,133685194,3,"1,2,3",1,1,1,,,cg07541628,CGdb - Multimapper,,,,
10285,10,133685048,133685212,ICR_701,10,133685195,133685196,3,"1,2,3",1,1,1,,,cg07541629,CGdb - Multimapper,,,,
10286,10,133685048,133685212,ICR_701,10,133685203,133685204,3,"1,2,3",1,1,1,,,cg07541630,CGdb - Multimapper,,,,
10287,10,133685048,133685212,ICR_701,10,133685211,133685212,3,"1,2,3",1,1,1,,,cg07541631,CGdb - Multimapper,,,,
10289,10,133689257,133690164,ICR_702,10,133689641,133689642,3,"1,2,3",1,1,1,,,cg07542569,CGdb - Multimapper,,,,
10292,10,133740759,133740834,ICR_703,10,133740762,133740763,3,"1,2,3",1,1,1,,,cg07542511,CGdb - Multimapper,,,,
10293,10,133740759,133740834,ICR_703,10,133740767,133740768,3,"1,2,3",1,1,1,,,cg07540849,CGdb - Multimapper,,,,
10294,10,133740759,133740834,ICR_703,10,133740790,133740791,3,"1,2,3",1,1,1,,,cg07541838,CGdb - Multimapper,,,,
10295,10,133740759,133740834,ICR_703,10,133740800,133740801,3,"1,2,3",1,1,1,,,cg07541839,CGdb - Multimapper,,,,
10296,10,133740759,133740834,ICR_703,10,133740806,133740807,3,"1,2,3",1,1,1,,,cg07541840,CGdb - Multimapper,,,,
10297,10,133740759,133740834,ICR_703,10,133740817,133740818,3,"1,2,3",1,1,1,,,cg07541841,CGdb - Multimapper,,,,
10298,10,133740759,133740834,ICR_703,10,133740826,133740827,3,"1,2,3",1,1,1,,,cg07541566,CGdb - Multimapper,,,,
10299,10,133740759,133740834,ICR_703,10,133740833,133740834,3,"1,2,3",1,1,1,,,cg07541567,CGdb - Multimapper,,,,
10300,10,133743836,133743911,ICR_704,10,133743855,133743856,3,"1,2,3",1,1,1,,,cg07541981,CGdb - Multimapper,,,,
10301,10,133743836,133743911,ICR_704,10,133743862,133743863,3,"1,2,3",1,1,1,,,cg07541982,CGdb - Multimapper,,,,
10302,10,133743836,133743911,ICR_704,10,133743868,133743869,3,"1,2,3",1,1,1,,,cg07541983,CGdb - Multimapper,,,,
10303,10,133743836,133743911,ICR_704,10,133743877,133743878,3,"1,2,3",1,1,1,,,cg07541984,CGdb - Multimapper,,,,
10304,10,133743836,133743911,ICR_704,10,133743880,133743881,3,"1,2,3",1,1,1,,,cg07541985,CGdb - Multimapper,,,,
10305,10,133743836,133743911,ICR_704,10,133743882,133743883,3,"1,2,3",1,1,1,,,cg07541986,CGdb - Multimapper,,,,
10306,10,133743836,133743911,ICR_704,10,133743891,133743892,3,"1,2,3",1,1,1,,,cg07541987,CGdb - Multimapper,,,,
10307,10,133743836,133743911,ICR_704,10,133743901,133743902,3,"1,2,3",1,1,1,,,cg07540872,CGdb - Multimapper,,,,
10308,10,133743836,133743911,ICR_704,10,133743910,133743911,3,"1,2,3",1,1,1,,,cg07540871,CGdb - Multimapper,,,,
10309,10,133749234,133749385,ICR_705,10,133749244,133749245,3,"1,2,3",1,1,1,,,cg07541934,CGdb - Multimapper,,,,
10310,10,133749234,133749385,ICR_705,10,133749257,133749258,3,"1,2,3",1,1,1,,,cg07541935,CGdb - Multimapper,,,,
10311,10,133749234,133749385,ICR_705,10,133749260,133749261,3,"1,2,3",1,1,1,,,cg07541936,CGdb - Multimapper,,,,
10312,10,133749234,133749385,ICR_705,10,133749287,133749288,3,"1,2,3",1,1,1,,,cg07541751,CGdb - Multimapper,,,,
10313,10,133749234,133749385,ICR_705,10,133749302,133749303,3,"1,2,3",1,1,1,,,cg07541752,CGdb - Multimapper,,,,
10314,10,133749234,133749385,ICR_705,10,133749314,133749315,3,"1,2,3",1,1,1,,,cg07541753,CGdb - Multimapper,,,,
10315,10,133749234,133749385,ICR_705,10,133749325,133749326,3,"1,2,3",1,1,1,,,cg07541754,CGdb - Multimapper,,,,
10316,10,133749234,133749385,ICR_705,10,133749331,133749332,3,"1,2,3",1,1,1,,,cg07541755,CGdb - Multimapper,,,,
10317,10,133749234,133749385,ICR_705,10,133749337,133749338,3,"1,2,3",1,1,1,,,cg07541756,CGdb - Multimapper,,,,
10318,10,133749234,133749385,ICR_705,10,133749343,133749344,3,"1,2,3",1,1,1,,,cg07541757,CGdb - Multimapper,,,,
10319,10,133749234,133749385,ICR_705,10,133749348,133749349,3,"1,2,3",1,1,1,,,cg07541759,CGdb - Multimapper,,,,
10320,10,133749234,133749385,ICR_705,10,133749354,133749355,3,"1,2,3",1,1,1,,,cg07541760,CGdb - Multimapper,,,,
10321,10,133749234,133749385,ICR_705,10,133749357,133749358,3,"1,2,3",1,1,1,,,cg07541761,CGdb - Multimapper,,,,
10322,10,133749234,133749385,ICR_705,10,133749360,133749361,3,"1,2,3",1,1,1,,,cg07541762,CGdb - Multimapper,,,,
10323,10,133749234,133749385,ICR_705,10,133749384,133749385,3,"1,2,3",1,1,1,,,cg07541763,CGdb - Multimapper,,,,
10324,10,133750539,133750793,ICR_706,10,133750540,133750541,3,"1,2,3",1,1,1,,,cg07540869,CGdb - Multimapper,,,,
10325,10,133750539,133750793,ICR_706,10,133750568,133750569,3,"1,2,3",1,1,1,,,cg07540868,CGdb - Multimapper,,,,
10326,10,133750539,133750793,ICR_706,10,133750582,133750583,3,"1,2,3",1,1,1,,,cg07542499,CGdb - Multimapper,,,,
10327,10,133750539,133750793,ICR_706,10,133750589,133750590,3,"1,2,3",1,1,1,,,cg07542500,CGdb - Multimapper,,,,
10328,10,133750539,133750793,ICR_706,10,133750595,133750596,3,"1,2,3",1,1,1,,,cg07542501,CGdb - Multimapper,,,,
10329,10,133750539,133750793,ICR_706,10,133750597,133750598,3,"1,2,3",1,1,1,,,cg07541546,CGdb - Multimapper,,,,
10330,10,133750539,133750793,ICR_706,10,133750616,133750617,3,"1,2,3",1,1,1,,,cg07541547,CGdb - Multimapper,,,,
10331,10,133750539,133750793,ICR_706,10,133750618,133750619,3,"1,2,3",1,1,1,,,cg07541548,CGdb - Multimapper,,,,
10332,10,133750539,133750793,ICR_706,10,133750621,133750622,3,"1,2,3",1,1,1,,,cg07541549,CGdb - Multimapper,,,,
10333,10,133750539,133750793,ICR_706,10,133750648,133750649,3,"1,2,3",1,1,1,,,cg07542502,CGdb - Multimapper,,,,
10334,10,133750539,133750793,ICR_706,10,133750651,133750652,3,"1,2,3",1,1,1,,,cg07542503,CGdb - Multimapper,,,,
